gene_id	gene_biotype	gene_name	species
ENSMUSG00000060002	protein_coding	Chpt1	mouse
ENSMUSG00000020059	protein_coding	Sycp3	mouse
ENSMUSG00000020061	protein_coding	Mybpc1	mouse
ENSMUSG00000112841	TEC	Gm48752	mouse
ENSMUSG00000112231	processed_pseudogene	Gm8435	mouse
ENSMUSG00000112428	processed_pseudogene	Gm48106	mouse
ENSMUSG00000112869	processed_pseudogene	Gm48108	mouse
ENSMUSG00000112885	processed_pseudogene	Gm29807	mouse
ENSMUSG00000004359	protein_coding	Spic	mouse
ENSMUSG00000111919	processed_pseudogene	Gm46192	mouse
ENSMUSG00000065005	rRNA	n-R5s79	mouse
ENSMUSG00000112467	processed_pseudogene	Gm48144	mouse
ENSMUSG00000069540	transcribed_processed_pseudogene	Gm4925	mouse
ENSMUSG00000060904	protein_coding	Arl1	mouse
ENSMUSG00000004356	protein_coding	Utp20	mouse
ENSMUSG00000020062	protein_coding	Slc5a8	mouse
ENSMUSG00000035189	protein_coding	Ano4	mouse
ENSMUSG00000074802	protein_coding	Gas2l3	mouse
ENSMUSG00000047638	protein_coding	Nr1h4	mouse
ENSMUSG00000112272	processed_pseudogene	Gm48087	mouse
ENSMUSG00000019935	protein_coding	Slc17a8	mouse
ENSMUSG00000069539	protein_coding	Scyl2	mouse
ENSMUSG00000097383	bidirectional_promoter_lncRNA	1500026H17Rik	mouse
ENSMUSG00000019948	protein_coding	Actr6	mouse
ENSMUSG00000019951	protein_coding	Uhrf1bp1l	mouse
ENSMUSG00000093967	snRNA	Gm26180	mouse
ENSMUSG00000058589	protein_coding	Anks1b	mouse
ENSMUSG00000112140	processed_pseudogene	Gm5780	mouse
ENSMUSG00000088221	snRNA	Gm22602	mouse
ENSMUSG00000112153	sense_intronic	Gm47591	mouse
ENSMUSG00000111909	processed_pseudogene	Gm18670	mouse
ENSMUSG00000112507	processed_pseudogene	Gm47589	mouse
ENSMUSG00000112015	TEC	Gm47592	mouse
ENSMUSG00000112601	TEC	Gm47590	mouse
ENSMUSG00000019979	protein_coding	Apaf1	mouse
ENSMUSG00000087966	snRNA	Gm25390	mouse
ENSMUSG00000019975	protein_coding	Ikbip	mouse
ENSMUSG00000061904	protein_coding	Slc25a3	mouse
ENSMUSG00000077167	snoRNA	Gm24119	mouse
ENSMUSG00000019961	protein_coding	Tmpo	mouse
ENSMUSG00000111544	lincRNA	4930534H03Rik	mouse
ENSMUSG00000110870	processed_pseudogene	Gm47081	mouse
ENSMUSG00000110847	processed_pseudogene	Gm18705	mouse
ENSMUSG00000111525	lincRNA	Gm47082	mouse
ENSMUSG00000111591	processed_pseudogene	Gm47083	mouse
ENSMUSG00000111051	processed_pseudogene	Gm47084	mouse
ENSMUSG00000111782	processed_pseudogene	Gm47091	mouse
ENSMUSG00000111657	lincRNA	Gm31592	mouse
ENSMUSG00000112117	lincRNA	Rmst	mouse
ENSMUSG00000098979	misc_RNA	Gm27544	mouse
ENSMUSG00000065524	miRNA	Mir135a-2	mouse
ENSMUSG00000098394	misc_RNA	Gm27999	mouse
ENSMUSG00000099136	misc_RNA	Gm27608	mouse
ENSMUSG00000098664	misc_RNA	Gm27588	mouse
ENSMUSG00000098891	misc_RNA	Gm27753	mouse
ENSMUSG00000098662	misc_RNA	Gm27582	mouse
ENSMUSG00000098526	misc_RNA	Gm27366	mouse
ENSMUSG00000099307	misc_RNA	Gm27419	mouse
ENSMUSG00000093227	miRNA	Mir1251	mouse
ENSMUSG00000098040	lincRNA	Gm20757	mouse
ENSMUSG00000111104	processed_pseudogene	Gm8512	mouse
ENSMUSG00000111776	processed_pseudogene	Gm47124	mouse
ENSMUSG00000110794	lincRNA	4930401A07Rik	mouse
ENSMUSG00000111604	processed_pseudogene	Gm18043	mouse
ENSMUSG00000088407	snRNA	Gm25884	mouse
ENSMUSG00000111759	processed_pseudogene	Gm4800	mouse
ENSMUSG00000111121	processed_pseudogene	Gm3523	mouse
ENSMUSG00000076238	miRNA	Gm22582	mouse
ENSMUSG00000111470	lincRNA	Gm31822	mouse
ENSMUSG00000019988	protein_coding	Nedd1	mouse
ENSMUSG00000088412	snoRNA	Gm24241	mouse
ENSMUSG00000111432	processed_pseudogene	Gm47993	mouse
ENSMUSG00000111740	TEC	Gm49783	mouse
ENSMUSG00000020014	protein_coding	Cfap54	mouse
ENSMUSG00000111013	lincRNA	Gm32468	mouse
ENSMUSG00000020015	protein_coding	Cdk17	mouse
ENSMUSG00000089214	miRNA	Mir1931	mouse
ENSMUSG00000008398	protein_coding	Elk3	mouse
ENSMUSG00000111531	lincRNA	Gm32688	mouse
ENSMUSG00000110647	lincRNA	Gm17745	mouse
ENSMUSG00000111316	processed_pseudogene	Gm47344	mouse
ENSMUSG00000098679	miRNA	Mir7688	mouse
ENSMUSG00000015889	protein_coding	Lta4h	mouse
ENSMUSG00000020017	protein_coding	Hal	mouse
ENSMUSG00000015890	protein_coding	Amdhd1	mouse
ENSMUSG00000036168	protein_coding	Ccdc38	mouse
ENSMUSG00000020018	protein_coding	Snrpf	mouse
ENSMUSG00000097407	lincRNA	4933408J17Rik	mouse
ENSMUSG00000111366	lincRNA	Gm47156	mouse
ENSMUSG00000020019	protein_coding	Ntn4	mouse
ENSMUSG00000090159	processed_pseudogene	Gm8580	mouse
ENSMUSG00000085723	antisense	Gm15915	mouse
ENSMUSG00000086891	antisense	Gm15963	mouse
ENSMUSG00000090610	processed_pseudogene	Gm3571	mouse
ENSMUSG00000096598	snRNA	Gm26239	mouse
ENSMUSG00000020020	protein_coding	Usp44	mouse
ENSMUSG00000036112	protein_coding	Metap2	mouse
ENSMUSG00000097689	lincRNA	4930471D02Rik	mouse
ENSMUSG00000087798	snoRNA	Gm25962	mouse
ENSMUSG00000114757	unitary_pseudogene	Gm48126	mouse
ENSMUSG00000036099	protein_coding	Vezt	mouse
ENSMUSG00000065607	miRNA	Mir331	mouse
ENSMUSG00000111349	processed_pseudogene	Gm48191	mouse
ENSMUSG00000110869	TEC	Gm49628	mouse
ENSMUSG00000020021	protein_coding	Fgd6	mouse
ENSMUSG00000110753	processed_pseudogene	Gm18391	mouse
ENSMUSG00000111539	TEC	Gm48372	mouse
ENSMUSG00000005897	protein_coding	Nr2c1	mouse
ENSMUSG00000065296	snRNA	Gm26122	mouse
ENSMUSG00000020022	protein_coding	Ndufa12	mouse
ENSMUSG00000053420	protein_coding	Gm4792	mouse
ENSMUSG00000020023	protein_coding	Tmcc3	mouse
ENSMUSG00000085409	sense_intronic	Gm16155	mouse
ENSMUSG00000086269	antisense	Tmcc3os	mouse
ENSMUSG00000098544	miRNA	Mir7211	mouse
ENSMUSG00000112477	lincRNA	Gm48657	mouse
ENSMUSG00000112473	processed_pseudogene	Gm48658	mouse
ENSMUSG00000097164	bidirectional_promoter_lncRNA	Cep83os	mouse
ENSMUSG00000112203	TEC	Gm49167	mouse
ENSMUSG00000020024	protein_coding	Cep83	mouse
ENSMUSG00000112669	antisense	Gm48689	mouse
ENSMUSG00000074785	protein_coding	Plxnc1	mouse
ENSMUSG00000088608	rRNA	Gm24186	mouse
ENSMUSG00000112736	TEC	Gm48718	mouse
ENSMUSG00000089146	misc_RNA	Gm25266	mouse
ENSMUSG00000112277	lincRNA	Gm48867	mouse
ENSMUSG00000112677	TEC	Gm48868	mouse
ENSMUSG00000112481	lincRNA	Gm29684	mouse
ENSMUSG00000112501	lincRNA	Gm33091	mouse
ENSMUSG00000112682	TEC	Gm48874	mouse
ENSMUSG00000045867	protein_coding	Cradd	mouse
ENSMUSG00000112744	TEC	Gm48880	mouse
ENSMUSG00000112593	antisense	Gm48882	mouse
ENSMUSG00000100550	lincRNA	2310039L15Rik	mouse
ENSMUSG00000020027	protein_coding	Socs2	mouse
ENSMUSG00000097766	bidirectional_promoter_lncRNA	5730420D15Rik	mouse
ENSMUSG00000112261	lincRNA	Gm47599	mouse
ENSMUSG00000112725	processed_pseudogene	Gm47600	mouse
ENSMUSG00000112450	processed_pseudogene	Gm3619	mouse
ENSMUSG00000062981	protein_coding	Mrpl42	mouse
ENSMUSG00000074781	protein_coding	Ube2n	mouse
ENSMUSG00000020029	protein_coding	Nudt4	mouse
ENSMUSG00000092867	miRNA	Mir3058	mouse
ENSMUSG00000089618	misc_RNA	Gm23776	mouse
ENSMUSG00000112439	lincRNA	Gm33336	mouse
ENSMUSG00000112538	lincRNA	Gm47667	mouse
ENSMUSG00000074780	protein_coding	Anapc15-ps	mouse
ENSMUSG00000112025	processed_pseudogene	Gm47669	mouse
ENSMUSG00000112519	lincRNA	Gm47671	mouse
ENSMUSG00000112289	lincRNA	1110019B22Rik	mouse
ENSMUSG00000112188	lincRNA	Gm47708	mouse
ENSMUSG00000101517	lincRNA	4732465J04Rik	mouse
ENSMUSG00000112771	lincRNA	Gm47718	mouse
ENSMUSG00000112599	lincRNA	Gm47719	mouse
ENSMUSG00000110353	protein_coding	Gm33543	mouse
ENSMUSG00000111992	processed_pseudogene	Gm47724	mouse
ENSMUSG00000112400	lincRNA	Gm47725	mouse
ENSMUSG00000077268	snoRNA	Gm24433	mouse
ENSMUSG00000036499	protein_coding	Eea1	mouse
ENSMUSG00000117008	unitary_pseudogene	Gm49817	mouse
ENSMUSG00000112316	processed_pseudogene	Gm48425	mouse
ENSMUSG00000096486	protein_coding	Gm5426	mouse
ENSMUSG00000094523	miRNA	Gm22913	mouse
ENSMUSG00000112762	lincRNA	4930459C07Rik	mouse
ENSMUSG00000112234	lincRNA	Gm48427	mouse
ENSMUSG00000112290	lincRNA	Gm33782	mouse
ENSMUSG00000112749	lincRNA	Gm48428	mouse
ENSMUSG00000094249	processed_pseudogene	Gm20091	mouse
ENSMUSG00000097939	processed_pseudogene	Gm8601	mouse
ENSMUSG00000112264	lincRNA	Gm48505	mouse
ENSMUSG00000112354	lincRNA	Gm33843	mouse
ENSMUSG00000036478	protein_coding	Btg1	mouse
ENSMUSG00000112362	processed_pseudogene	Gm48507	mouse
ENSMUSG00000112588	processed_pseudogene	Gm6859	mouse
ENSMUSG00000112293	processed_pseudogene	Gm48509	mouse
ENSMUSG00000111912	lincRNA	Gm48521	mouse
ENSMUSG00000080347	miRNA	Gm24587	mouse
ENSMUSG00000112488	lincRNA	Gm33981	mouse
ENSMUSG00000111924	lincRNA	4930556N09Rik	mouse
ENSMUSG00000112631	processed_pseudogene	Gm48555	mouse
ENSMUSG00000112892	processed_pseudogene	Gm8613	mouse
ENSMUSG00000111981	processed_pseudogene	Gm18515	mouse
ENSMUSG00000105557	miRNA	Mir3966	mouse
ENSMUSG00000019929	protein_coding	Dcn	mouse
ENSMUSG00000036446	protein_coding	Lum	mouse
ENSMUSG00000112484	lincRNA	4930473O22Rik	mouse
ENSMUSG00000019932	protein_coding	Kera	mouse
ENSMUSG00000019936	protein_coding	Epyc	mouse
ENSMUSG00000074776	lincRNA	Gm10754	mouse
ENSMUSG00000047025	protein_coding	Ccer1	mouse
ENSMUSG00000112497	lincRNA	4930525C09Rik	mouse
ENSMUSG00000079183	lincRNA	C030005K15Rik	mouse
ENSMUSG00000089097	snoRNA	Gm25658	mouse
ENSMUSG00000112896	lincRNA	Gm8633	mouse
ENSMUSG00000112457	processed_pseudogene	Gm48687	mouse
ENSMUSG00000102310	TEC	Gm37631	mouse
ENSMUSG00000112874	lincRNA	Gm34297	mouse
ENSMUSG00000112647	lincRNA	Gm5427	mouse
ENSMUSG00000019943	protein_coding	Atp2b1	mouse
ENSMUSG00000112660	TEC	Gm48761	mouse
ENSMUSG00000112346	bidirectional_promoter_lncRNA	Gm48768	mouse
ENSMUSG00000019952	protein_coding	Poc1b	mouse
ENSMUSG00000090035	protein_coding	Galnt4	mouse
ENSMUSG00000055108	protein_coding	Phxr2	mouse
ENSMUSG00000089994	antisense	Gm16239	mouse
ENSMUSG00000112805	lincRNA	Gm34574	mouse
ENSMUSG00000112902	lincRNA	Gm48884	mouse
ENSMUSG00000111923	lincRNA	Gm34777	mouse
ENSMUSG00000019960	protein_coding	Dusp6	mouse
ENSMUSG00000112384	lincRNA	Gm34921	mouse
ENSMUSG00000112544	lincRNA	Gm48089	mouse
ENSMUSG00000044633	lincRNA	B530045E10Rik	mouse
ENSMUSG00000090665	processed_pseudogene	Gad1-ps	mouse
ENSMUSG00000112082	lincRNA	Gm35035	mouse
ENSMUSG00000112265	lincRNA	Gm34983	mouse
ENSMUSG00000112180	processed_pseudogene	Gm48085	mouse
ENSMUSG00000111962	lincRNA	Gm20110	mouse
ENSMUSG00000112503	transcribed_processed_pseudogene	Gm18409	mouse
ENSMUSG00000112810	lincRNA	Gm35101	mouse
ENSMUSG00000113032	antisense	Gm47578	mouse
ENSMUSG00000046934	protein_coding	Csl	mouse
ENSMUSG00000112304	antisense	Gm35206	mouse
ENSMUSG00000112463	processed_pseudogene	Gm47579	mouse
ENSMUSG00000112299	processed_pseudogene	Gm17870	mouse
ENSMUSG00000019966	protein_coding	Kitl	mouse
ENSMUSG00000112831	lincRNA	Gm35533	mouse
ENSMUSG00000096586	miRNA	Gm22918	mouse
ENSMUSG00000095539	miRNA	Gm25287	mouse
ENSMUSG00000112633	TEC	Gm47627	mouse
ENSMUSG00000112245	unprocessed_pseudogene	Gm8689	mouse
ENSMUSG00000112069	unprocessed_pseudogene	Gm9476	mouse
ENSMUSG00000112522	processed_pseudogene	Gm47632	mouse
ENSMUSG00000112122	processed_pseudogene	Gm47628	mouse
ENSMUSG00000112178	processed_pseudogene	Gm47630	mouse
ENSMUSG00000112737	unprocessed_pseudogene	Gm4898	mouse
ENSMUSG00000112408	unprocessed_pseudogene	Gm8701	mouse
ENSMUSG00000094314	protein_coding	Gm4301	mouse
ENSMUSG00000091101	protein_coding	Gm4302	mouse
ENSMUSG00000112931	protein_coding	Gm4303	mouse
ENSMUSG00000112856	protein_coding	Gm4305	mouse
ENSMUSG00000091552	unprocessed_pseudogene	Gm8711	mouse
ENSMUSG00000096744	protein_coding	Gm4307	mouse
ENSMUSG00000095673	unprocessed_pseudogene	Gm4308	mouse
ENSMUSG00000112480	unprocessed_pseudogene	Gm4310	mouse
ENSMUSG00000112485	processed_transcript	Gm47631	mouse
ENSMUSG00000112777	unprocessed_pseudogene	Gm8723	mouse
ENSMUSG00000096640	protein_coding	Gm4312	mouse
ENSMUSG00000112453	unprocessed_pseudogene	Gm4781	mouse
ENSMUSG00000112580	TEC	Gm47673	mouse
ENSMUSG00000036676	protein_coding	Tmtc3	mouse
ENSMUSG00000019971	protein_coding	Cep290	mouse
ENSMUSG00000046567	protein_coding	4930430F08Rik	mouse
ENSMUSG00000112000	processed_transcript	Gm47956	mouse
ENSMUSG00000056912	protein_coding	1700017N19Rik	mouse
ENSMUSG00000112328	processed_pseudogene	Gm47325	mouse
ENSMUSG00000112104	lincRNA	Gm35722	mouse
ENSMUSG00000111906	processed_pseudogene	Gm19233	mouse
ENSMUSG00000087723	snoRNA	Gm26278	mouse
ENSMUSG00000019888	protein_coding	Mgat4c	mouse
ENSMUSG00000111931	TEC	Gm47032	mouse
ENSMUSG00000092952	miRNA	Mir3059	mouse
ENSMUSG00000112342	sense_intronic	Gm47031	mouse
ENSMUSG00000111990	lincRNA	Gm47033	mouse
ENSMUSG00000112012	TEC	Gm47025	mouse
ENSMUSG00000112073	lincRNA	Gm47101	mouse
ENSMUSG00000098139	processed_pseudogene	Gm26988	mouse
ENSMUSG00000019890	protein_coding	Nts	mouse
ENSMUSG00000044921	protein_coding	Rassf9	mouse
ENSMUSG00000112221	processed_pseudogene	Gm47142	mouse
ENSMUSG00000112845	lincRNA	Gm47143	mouse
ENSMUSG00000112046	transcribed_processed_pseudogene	Gm5175	mouse
ENSMUSG00000036602	protein_coding	Alx1	mouse
ENSMUSG00000090638	lincRNA	Gm17028	mouse
ENSMUSG00000019892	protein_coding	Lrriq1	mouse
ENSMUSG00000077528	snoRNA	Gm25376	mouse
ENSMUSG00000112622	TEC	Gm47164	mouse
ENSMUSG00000019894	protein_coding	Slc6a15	mouse
ENSMUSG00000112923	processed_pseudogene	Gm8768	mouse
ENSMUSG00000112636	lincRNA	Gm47223	mouse
ENSMUSG00000112319	lincRNA	Gm47221	mouse
ENSMUSG00000112644	processed_pseudogene	Gm47220	mouse
ENSMUSG00000112839	processed_pseudogene	Gm47222	mouse
ENSMUSG00000098173	processed_pseudogene	Gm26923	mouse
ENSMUSG00000112554	lincRNA	Gm47224	mouse
ENSMUSG00000112570	processed_pseudogene	Gm47225	mouse
ENSMUSG00000064630	snRNA	Gm25143	mouse
ENSMUSG00000112281	lincRNA	Gm47226	mouse
ENSMUSG00000112403	processed_pseudogene	Gm47227	mouse
ENSMUSG00000112382	processed_pseudogene	Gm47228	mouse
ENSMUSG00000091779	protein_coding	Gm21293	mouse
ENSMUSG00000097427	protein_coding	Gm6763	mouse
ENSMUSG00000097878	protein_coding	Gm8764	mouse
ENSMUSG00000097550	protein_coding	Gm21304	mouse
ENSMUSG00000094144	protein_coding	Gm21312	mouse
ENSMUSG00000095022	protein_coding	Gm20765	mouse
ENSMUSG00000090854	protein_coding	Gm4340	mouse
ENSMUSG00000088343	snRNA	Gm22339	mouse
ENSMUSG00000099264	miRNA	Mir6411	mouse
ENSMUSG00000089182	snRNA	Gm22945	mouse
ENSMUSG00000089019	snRNA	Gm25522	mouse
ENSMUSG00000112044	processed_pseudogene	Gm48184	mouse
ENSMUSG00000064432	snRNA	Gm25587	mouse
ENSMUSG00000077407	snoRNA	Gm25422	mouse
ENSMUSG00000103775	TEC	Gm36997	mouse
ENSMUSG00000036019	protein_coding	Tmtc2	mouse
ENSMUSG00000112193	TEC	Gm48206	mouse
ENSMUSG00000112176	TEC	Gm48205	mouse
ENSMUSG00000112512	TEC	Gm48203	mouse
ENSMUSG00000084399	transcribed_processed_pseudogene	Gm15666	mouse
ENSMUSG00000112900	TEC	Gm48204	mouse
ENSMUSG00000089904	unprocessed_pseudogene	Gm15664	mouse
ENSMUSG00000112571	TEC	Gm48207	mouse
ENSMUSG00000085282	processed_transcript	Gm15663	mouse
ENSMUSG00000036009	protein_coding	Mettl25	mouse
ENSMUSG00000084545	rRNA	n-R5s80	mouse
ENSMUSG00000112820	TEC	Gm48298	mouse
ENSMUSG00000019897	protein_coding	Ccdc59	mouse
ENSMUSG00000088415	snoRNA	Gm24237	mouse
ENSMUSG00000088084	snoRNA	Gm25342	mouse
ENSMUSG00000111914	processed_pseudogene	Gm8796	mouse
ENSMUSG00000112034	TEC	Gm48363	mouse
ENSMUSG00000112668	processed_pseudogene	Gm48376	mouse
ENSMUSG00000112523	TEC	Gm48377	mouse
ENSMUSG00000056877	processed_pseudogene	Rps15a-ps1	mouse
ENSMUSG00000112520	processed_pseudogene	Gm48379	mouse
ENSMUSG00000112066	processed_pseudogene	Gm48380	mouse
ENSMUSG00000053825	protein_coding	Ppfia2	mouse
ENSMUSG00000108029	unprocessed_pseudogene	Olfr1556-ps1	mouse
ENSMUSG00000112201	antisense	4930532I03Rik	mouse
ENSMUSG00000035948	protein_coding	Acss3	mouse
ENSMUSG00000112443	processed_pseudogene	Gm19007	mouse
ENSMUSG00000112849	processed_pseudogene	Gm18040	mouse
ENSMUSG00000112863	processed_pseudogene	Gm19181	mouse
ENSMUSG00000088465	snoRNA	Gm24745	mouse
ENSMUSG00000112466	lincRNA	Gm29674	mouse
ENSMUSG00000019906	protein_coding	Lin7a	mouse
ENSMUSG00000102934	TEC	Gm38117	mouse
ENSMUSG00000104558	miRNA	Gm44403	mouse
ENSMUSG00000000435	protein_coding	Myf5	mouse
ENSMUSG00000035923	protein_coding	Myf6	mouse
ENSMUSG00000035916	protein_coding	Ptprq	mouse
ENSMUSG00000091455	protein_coding	Otogl	mouse
ENSMUSG00000112910	lincRNA	Gm29685	mouse
ENSMUSG00000112401	processed_pseudogene	Gm47999	mouse
ENSMUSG00000019907	protein_coding	Ppp1r12a	mouse
ENSMUSG00000035873	protein_coding	Pawr	mouse
ENSMUSG00000065653	snoRNA	Gm23105	mouse
ENSMUSG00000112532	lincRNA	Gm36283	mouse
ENSMUSG00000093762	miRNA	Gm25591	mouse
ENSMUSG00000112065	processed_pseudogene	Gm47466	mouse
ENSMUSG00000035864	protein_coding	Syt1	mouse
ENSMUSG00000112039	protein_coding	Gm5136	mouse
ENSMUSG00000111910	TEC	Gm47472	mouse
ENSMUSG00000112905	TEC	Gm47477	mouse
ENSMUSG00000088554	misc_RNA	Gm22097	mouse
ENSMUSG00000105768	miRNA	Gm44495	mouse
ENSMUSG00000065802	snRNA	Gm23041	mouse
ENSMUSG00000112253	processed_pseudogene	Gm47329	mouse
ENSMUSG00000112260	TEC	3110043J17Rik	mouse
ENSMUSG00000020181	protein_coding	Nav3	mouse
ENSMUSG00000102410	TEC	Gm36935	mouse
ENSMUSG00000112197	TEC	Gm47337	mouse
ENSMUSG00000112556	TEC	Gm47339	mouse
ENSMUSG00000112595	processed_pseudogene	Gm47340	mouse
ENSMUSG00000112548	TEC	Gm47338	mouse
ENSMUSG00000111948	processed_pseudogene	Gm47055	mouse
ENSMUSG00000112398	lincRNA	9230102K24Rik	mouse
ENSMUSG00000112872	processed_pseudogene	Gm47058	mouse
ENSMUSG00000020185	protein_coding	E2f7	mouse
ENSMUSG00000101801	antisense	1700020G17Rik	mouse
ENSMUSG00000089461	snoRNA	Gm23698	mouse
ENSMUSG00000088447	snoRNA	Gm22186	mouse
ENSMUSG00000087718	snRNA	Gm22236	mouse
ENSMUSG00000020186	protein_coding	Csrp2	mouse
ENSMUSG00000035798	protein_coding	Zdhhc17	mouse
ENSMUSG00000112165	processed_pseudogene	Gm48851	mouse
ENSMUSG00000091086	processed_pseudogene	Rpl6l	mouse
ENSMUSG00000088553	snRNA	Gm22101	mouse
ENSMUSG00000111968	processed_pseudogene	Gm8873	mouse
ENSMUSG00000020189	protein_coding	Osbpl8	mouse
ENSMUSG00000112642	processed_pseudogene	Gm17849	mouse
ENSMUSG00000035759	protein_coding	Bbs10	mouse
ENSMUSG00000112246	lincRNA	Gm40761	mouse
ENSMUSG00000058799	protein_coding	Nap1l1	mouse
ENSMUSG00000087819	snoRNA	Gm25117	mouse
ENSMUSG00000111997	transcribed_processed_pseudogene	Gm5176	mouse
ENSMUSG00000020205	protein_coding	Phlda1	mouse
ENSMUSG00000100113	lincRNA	Gm28592	mouse
ENSMUSG00000097082	lincRNA	4933440J02Rik	mouse
ENSMUSG00000112249	lincRNA	Gm30262	mouse
ENSMUSG00000112357	processed_pseudogene	Gm47864	mouse
ENSMUSG00000112430	lincRNA	Gm30624	mouse
ENSMUSG00000112137	lincRNA	Gm47865	mouse
ENSMUSG00000112706	processed_pseudogene	Gm46193	mouse
ENSMUSG00000112802	processed_pseudogene	Gm19005	mouse
ENSMUSG00000102180	TEC	Gm37189	mouse
ENSMUSG00000112321	processed_pseudogene	Gm47866	mouse
ENSMUSG00000112533	lincRNA	Gm20758	mouse
ENSMUSG00000112628	processed_pseudogene	Gm47880	mouse
ENSMUSG00000063334	protein_coding	Krr1	mouse
ENSMUSG00000056888	protein_coding	Glipr1	mouse
ENSMUSG00000110391	unprocessed_pseudogene	Gm7269	mouse
ENSMUSG00000020213	protein_coding	Glipr1l1	mouse
ENSMUSG00000020214	protein_coding	Glipr1l2	mouse
ENSMUSG00000090162	processed_pseudogene	Gm6808	mouse
ENSMUSG00000089667	processed_pseudogene	Gm15914	mouse
ENSMUSG00000112334	processed_pseudogene	Gm48047	mouse
ENSMUSG00000112611	protein_coding	Glipr1l3	mouse
ENSMUSG00000035694	protein_coding	Caps2	mouse
ENSMUSG00000112564	antisense	Gm47419	mouse
ENSMUSG00000035681	protein_coding	Kcnc2	mouse
ENSMUSG00000112678	processed_pseudogene	Gm47492	mouse
ENSMUSG00000100314	lincRNA	1700010J16Rik	mouse
ENSMUSG00000112722	lincRNA	Gm3942	mouse
ENSMUSG00000074748	protein_coding	Atxn7l3b	mouse
ENSMUSG00000097185	TEC	Gm26596	mouse
ENSMUSG00000064707	snRNA	Gm22507	mouse
ENSMUSG00000112807	TEC	Gm47519	mouse
ENSMUSG00000111979	TEC	Gm47522	mouse
ENSMUSG00000112228	lincRNA	Gm47524	mouse
ENSMUSG00000112767	lincRNA	Gm47532	mouse
ENSMUSG00000112750	processed_pseudogene	Gm47534	mouse
ENSMUSG00000112087	lincRNA	Gm40765	mouse
ENSMUSG00000112438	processed_pseudogene	Gm40810	mouse
ENSMUSG00000112181	processed_pseudogene	Gm47538	mouse
ENSMUSG00000104006	TEC	Gm38333	mouse
ENSMUSG00000112921	TEC	Gm48104	mouse
ENSMUSG00000104335	TEC	Gm38281	mouse
ENSMUSG00000050663	protein_coding	Trhde	mouse
ENSMUSG00000089934	antisense	4930473D10Rik	mouse
ENSMUSG00000084865	antisense	Gm15723	mouse
ENSMUSG00000111883	lincRNA	Gm31182	mouse
ENSMUSG00000084501	misc_RNA	Gm25319	mouse
ENSMUSG00000112016	lincRNA	Gm31267	mouse
ENSMUSG00000096208	snRNA	Gm22070	mouse
ENSMUSG00000006764	protein_coding	Tph2	mouse
ENSMUSG00000020130	protein_coding	Tbc1d15	mouse
ENSMUSG00000087853	misc_RNA	Gm22794	mouse
ENSMUSG00000111964	processed_pseudogene	Gm8942	mouse
ENSMUSG00000020132	protein_coding	Rab21	mouse
ENSMUSG00000112301	TEC	Gm10752	mouse
ENSMUSG00000069520	protein_coding	Tmem19	mouse
ENSMUSG00000020137	protein_coding	Thap2	mouse
ENSMUSG00000034163	protein_coding	Zfc3h1	mouse
ENSMUSG00000112822	TEC	A130012E19Rik	mouse
ENSMUSG00000020140	protein_coding	Lgr5	mouse
ENSMUSG00000092210	protein_coding	A930009A15Rik	mouse
ENSMUSG00000112099	processed_pseudogene	Gm8960	mouse
ENSMUSG00000112513	antisense	4930422I22Rik	mouse
ENSMUSG00000034127	protein_coding	Tspan8	mouse
ENSMUSG00000020151	protein_coding	Ptprr	mouse
ENSMUSG00000074734	protein_coding	Taf7l2	mouse
ENSMUSG00000020154	protein_coding	Ptprb	mouse
ENSMUSG00000112461	TEC	Gm47625	mouse
ENSMUSG00000065086	snoRNA	Gm26495	mouse
ENSMUSG00000054934	protein_coding	Kcnmb4	mouse
ENSMUSG00000020164	antisense	Kcnmb4os1	mouse
ENSMUSG00000085837	antisense	Kcnmb4os2	mouse
ENSMUSG00000020166	protein_coding	Cnot2	mouse
ENSMUSG00000052291	processed_transcript	5330438D12Rik	mouse
ENSMUSG00000093404	miRNA	Gm25190	mouse
ENSMUSG00000112881	TEC	Gm49344	mouse
ENSMUSG00000111937	processed_pseudogene	Gm46203	mouse
ENSMUSG00000112436	processed_pseudogene	Gm48403	mouse
ENSMUSG00000097104	lincRNA	Gm26579	mouse
ENSMUSG00000100198	lincRNA	1700030O20Rik	mouse
ENSMUSG00000112924	lincRNA	4930579P08Rik	mouse
ENSMUSG00000034057	protein_coding	Myrfl	mouse
ENSMUSG00000064181	protein_coding	Rab3ip	mouse
ENSMUSG00000112627	bidirectional_promoter_lncRNA	4933412E12Rik	mouse
ENSMUSG00000069518	protein_coding	Gm10271	mouse
ENSMUSG00000031294	lincRNA	D630029K05Rik	mouse
ENSMUSG00000111966	processed_pseudogene	Gm5781	mouse
ENSMUSG00000020169	protein_coding	Best3	mouse
ENSMUSG00000112242	lincRNA	Gm10747	mouse
ENSMUSG00000060187	protein_coding	Lrrc10	mouse
ENSMUSG00000034024	protein_coding	Cct2	mouse
ENSMUSG00000020170	protein_coding	Frs2	mouse
ENSMUSG00000112753	lincRNA	4930423D24Rik	mouse
ENSMUSG00000088397	snoRNA	Gm26311	mouse
ENSMUSG00000020171	protein_coding	Yeats4	mouse
ENSMUSG00000112462	bidirectional_promoter_lncRNA	Gm48772	mouse
ENSMUSG00000020177	protein_coding	9530003J23Rik	mouse
